,diarynum,firstName,lastName,info
1130,1997,Василий,Смирнов,Мещанин в г. Рыбинске. После революции —  бухгалтер на Моторостроительном заводе в г. Рыбинске.
1131,1999,Георгий,Головин,Стрелок военизированной охраны водного транспорта. В 1942-1945 гг. воевал на Карельском фронте. После войны работал в Печорском речном пароходстве.
1132,2000, ,Клавдия,"Врач в Ленинграде, свидетель блокады. Вела дневник в 1941-1942 гг."
1133,2003,Нина,Брешко-Брешковская,Телеграфистка. Во время ведения дневника — выпускница Смольного института благородных девиц.
1134,2007,Лев,Коган,"Литературовед, преподаватель Ленинградского библиотечного института.
Свидетель блокады Ленинграда."
1135,2008,Мария,Коноплева,"Искусствовед, сотрудница Русского музея и Эрмитажа.
Свидетельница блокады Ленинграда."
1136,2009,Анна,Остроумова-Лебедева,"Художница.
Свидетельница блокады Ленинграда."
1137,2011,Валентина,Крыжова,"Свидетельница блокады Ленинграда. 
Эвакуирована в апреле 1942 года."
1138,2012,Даниил,Альшиц,"Историк, прозаик, драматург.
Во время ведения дневника воевал на Ленинградском фронте."
1139,2013,Ольга,Мельниковская,"Археолог.
Свидетельница блокады Ленинграда.
На момент ведения дневника - студентка II курса Исторического факультета ЛГУ, санитарка в госпитале."
1140,2014,Нина,Яструбянская,"Депутат Рыбацкого поселкового Совета.
Свидетельница блокады Ленинграда. 
Эвакуирована в апреле 1942 года."
1141,2018,Татьяна,Терешенкова,Врач железнодорожной больницы. Во время ведения дневника — студентка Хабаровского медицинского института.
1142,2021,Клавдия,Семенова,"Учитель начальных классов. 
Свидетельница блокады Ленинграда."
1143,2022,Виталий,Бианки,"Писатель, автор произведений для детей."
1144,2023,Михаил,Трахман,"Военный фотокорреспондент, журналист."
1145,2024,Евгения,Васютина,"Писательница.
Свидетельница блокады Ленинграда."
1146,2025,Константин,Морозов,Инженер эксплуатационно-ремонтного отдела (ЭРО) авиамоторного завода имени Фрунзе. Участник 1-й экспедиции на Северный полюс в 1937 году.
1147,2027,Виктор,Твердохлебов,"Геолог, старший научный сотрудник Института земной коры СО РАН."
1148,2028,Мария,Разина,Свидетельница блокады Ленинграда.
1149,2034,Степан,Чупров,"Гвардии подполковник. 
Участник Великой Отечественной войны.
Во время ведения дневника - помощник начальника оперативной части штаба 124-й отдельной Краснознаменной стрелковой бригады."
1150,2036,Лев,Горнунг,"Поэт, переводчик."
1151,2037,Юлия,Оболенская,Художница.
1152,2039,Наталья,Жуковская,Историк. Заведующая отделом Института этнологии и антропологии Российской академии наук. Специалист по истории культуры монголоязычных кочевников Евразии.
1153,2040,Николай,Пирогов,"Выдающийся хирург, основоположник военно-полевой хирургии."
1154,2042,Николай,Юденич,"Военный деятель.
Во время Гражданской войны возглавлял силы, действовавшие против советской власти на Северо-Западе."
1155,2043,Сагит,Агишев,Башкирский писатель и поэт.
1156,2044,Нина,Кравченко,"Ученица в школе, позже - студентка МГПИ им Потёмкина. Экскурсовод в музее Горького, затем - редактор издательства ""Наука"". "
1157,2062,Петр,Сабуров,"Дипломат, собиратель античного искусства. В 1860-е годы — советник посольства в Лондоне, с 1870 г. — посол в Афинах, в 1879—1884 года — посол в Берлине, где сыграл большую роль в возобновлении Союза трёх императоров. "
1158,2063,А.,Аленков,Студент в Петрограде. Свидетель Февральской революции 1917 года.
1159,2064,Михаил,Бажанов,Врач. Во время ведения дневника — врач военного госпиталя в г. Полоцк Витебской губернии.
1160,2072,Константин,Прокофьев,Участник Великой Отечественной войны.
1161,2077,Сергей,Гейман,"Мещанин, путешественник и этнолог. Специалист по истории и этнографии народов Северной и Южной Америки."
1162,2078, ,Анонимы,"Предположительно, дневник вели три девочки курсистки Бестужевских курсов в Петрограде. Дневник описывает события 1916-1917 гг."
1163,2079,Л.,Лобовиков,Ихтиолог Сибирского отделения Всесоюзного научно-исследовательского института озерного и речного рыбного хозяйства (ВНИОРХ)
1164,2080,Всеволод,Богораз,Ленинградский школьник. Свидетель блокады Ленинграда.
1165,2081,Маргарита,Корзенева,Свидетельница блокады Ленинграда.
1166,2082,Павел,Плотников,Учитель истории г. Пушкин. Во время ВОВ служил политработником-спецпропагандистом.
1167,2083,Михаил,Козлов,Во время ведения дневника — студент 2-го курса Кожтехникума в Москве. В 1934 году был арестован по ст. 58-10 УК РСФСР. Находился под заключением 2 года.
1168,2087,Зинаида,Шиленок,"Фельдшер 56 медико-санитарного батальона.
Участница Великой Отечественной войны."
1169,2095,Виктор,Березин,"Пожарный.
Художник."
1170,2096,Николай,Добролюбов,"Литературный критик, поэт, публицист. Революционный демократ."
1171,2101,Михаил,Небогатов,"Поэт, журналист, книгоиздатель."
1172,2109,Василий,Жилмостных,"Журналист. 
Участник Великой Отечественной войны. 
Во время ведения дневника - фронтовой корреспондент дивизионной газеты."
1173,2113,,Иван,"Житель Омска. 
Студент рабфака.
Дневник вел в 1925 г."
1174,2119,Лариса,Иванова,Во время ведения дневника — школьница в Ленинграде. Свидетель блокады города.
1175,2120,Иван,Леонтьев,Писатель и драматург.
1176,2122, ,Аноним,Участник Второй Чеченской войны.
1177,2123,В.,Першина,"Участница Великой Отечественной войны.
Военный врач. 
"
1178,2143,Ольга,Саводник,Учитель рукоделия и художественного ремесла в пионерских лагерях. Во время ведения дневника — гимназистка. Дочь филолога Владимира Саводника. Сестра [Натальи Саводник](http://prozhito.org/person/2134).
1179,2144,Наталья,Саводник,"Научная сотрудница ЦГАЛИ, музыковед и архивист. Во время ведения дневника — гимназистка. Дочь филолога Владимира Саводника. Сестра [Ольги Саводник](http://prozhito.org/person/2133)."
1180,2145,Леонид,Фоменков,"Инженер Воронежской энергосистемы, заслуженный энергетик РФ. Во время ведения дневника — школьник."
1181,2147,Алексей,Данукалов,Подполковник. Один из организаторов и руководителей партизанского движения на территории Витебской и Смоленской областей в годы Великой Отечественной войны. Командир партизанской бригады. 
1182,2148,Владимир,Мантула,Шлифовальщик на заводе. Свидетель блокады Ленинграда.
1183,2149,Александр,Трофименко,"Учитель. Во время ВОВ — доброволец, младший лейтенант."
1184,2150,И.,Медведовский,Члена подпольной организации в селе Чапаевка Пологовского района Запорожской области.
1185,2151,Пётр,Полищук,Во время ведения дневника — телеграфист роты связи в 40-й авиационной дивизии.
1186,2156,Игорь,Алейников,Кинорежиссер.
1187,2157,Николай,Едовин,"Лейтенант, член ремонтной бригады танковой части."
1188,2158,Татьяна,Жданова,Учительница начальных классов. Во время ведения дневника — школьница в д. Малые Лаптевы Вятской области.
1189,2159,Василий,Пластинин,Студент ГИТИСа. Во время ВОВ ушёл добровольцем в истребительный батальон Красной Пресни. 
1190,2160,Николай,Соколов,Рядовой гвардии. Наводчик 76-мм пушек в 11 гвардейской армии Баграмяна.
1191,2176,Владимир,Евладов,Руководитель ямальских экспедиций 1928-1929 гг. 
1192,2180,Олег,Плиндов,"Директор школы в д. Малый Кудин. Во время ведения дневника — старший сержант, командир отделения разведки 91-й гвардейской стрелковой дивизии."
1193,2181,Демьян,Надирадзе,"Лейтенант, участник Великой Отечественной войны. Участвовал в обороне Кавказа, во взятии Будапешта, взятии Вены, форсировании Днепра и Дуная."
1194,2182,Михаил,Красовский,"Лейтенант, начальник отделения хранения бронетанковой техники 3553 инженерного склада бронетанкового имущества. Участник Афганской войны."
1195,2183,Петр,Волковой,Подполковник. Участник Великой Отечественной войны и Советско-японской войны.
1196,2184,Николай,Юнкин,"Выпускник учительского института. Во время ВОВ — комсорг и агитатор, редактор взводной газеты «Боевой листок»."
1197,2185,Михаил,Вырва,"Сержант, телефонист. "
1198,2186,Лидия,Пыльнева,Учитель математики. Во время ведения дневника — школьница в Казахстане.
1199,2187,Александра,Добрякова,Учитель. С 1951 года — директор школы рабочей молодежи; в 1965-1976 гг. возглавляла отдел народного образования Приозерского горисполкома. 
1200,2188,Кузьма,Турчин,Рядовой. Участник ВОВ. В ноябре 1943 года пропал без вести.
1201,2189,Виктор,Стаюнин,"Старший лейтенант, артиллерист. Участник ВОВ."
1202,2190,Михаил,Маслов,Военный лётчик.
1203,2191,Василий,Кухарик,Журналист. Участник обороны Сталинграда.
1204,2192,Александр,Журавлев,Лётчик. Участник ВОВ.
1205,2193,Моня,Ляст,Во время ведения дневника — школьник. Во время начала Второй мировой войны эвакуировался вместе с семьёй в СССР.
1206,2194,Нина,Брусиловская,"Учительница русского языка и литературы, уроженка Полтавы."
1207,2195,Вилен (Владимир),Садовский,Выпускник художественной школы. Участник ВОВ.
1208,2196,Сергей,Козинский,Лейтенант-артиллерист. Во время ведения дневника — ученик 9 класса средней школы № 7 г. Никитовки. Участник ВОВ.
1209,2197,Э.,Ш.,"Школьница, жительница Москвы."
1210,2199,Анна,Моргун,"Школьница, свидетельница блокады Ленинграда."
1211,2200,Магдалина,Буркина,Литературовед. В 1943 году —  военная переводчица разведотдела в штабе 1-го гвардейского танкового корпуса.
1212,2201,Мариус,Петипа,"Французский и российский солист балета, балетмейстер, театральный деятель и педагог. Во время ведения дневника — балетмейстер Мариинского театра."
1213,2202,Анатолий,Басарукин,"Научный сотрудник института (переименованного в 1985 году в Институт морской геологии и геофизики (ИМГИГ) АН СССР), герпетолог, изучал амфибий и рептилий Сахалина и Курильских островов."
1214,2203,Борис,Калаушин,"Книжный иллюстратор, оформитель детских книг.
В годы ведения дневника - ленинградский школьник.
Свидетель блокады Ленинграда."
1215,2206,Валентин,Александров,"Свидетель блокады Ленинграда.
Эвакуирован, затем призван в Армию.
Пропал без вести под Берлином в марте 1945 г."
1216,2207,Берта,Злочевская,"Свидетельница блокады Ленинграда.
Во время ведения дневника - сотрудница Библиотеки Академии наук."
1217,2208,Любовь,Горовиц-Власова ,Заведующая Центральной научно-исследовательской лабораторией Всесоюзного института пищевой и вкусовой промышленности. Первая советская женщина-профессор по санитарной микробиологии.
1218,2209,Зинаида,Власова,Вела дневник во время эвакуации (1943-1944) в с. Красное-на-Волге.
1219,2215,Галина,Красильникова,"Ученица Воткинской женской гимназии, затем - преподаватель французского языка в учебных заведениях Урала.
Дневник вела с 1915 г. по 1923 г."
1220,2220,Нина,Дятлова,"Учитель. 
Свидетельница блокады Ленинграда. На момент ведения дневника - студентка факультета естествознания Ленинградского Педагогического института им. А.И. Герцена"
1221,2222,Сергей,Рачинский,"Педагог, профессор Московского университета, ботаник и математик. Один из идеологов  церковно-приходских школ.
В годы ведения дневника - учитель в Татевской сельской школе."
1222,2223,Сергей,Романов,"Великий князь. Московский генерал-губернатор.
Брат [Александра III](http://prozhito.org/person/1863), дядя [Николая II](http://prozhito.org/person/165)."
1223,2225,Нина,Акимкина,"Историк, профессор Ростовского Государственного университета.
Во время ведения дневеника (1945-1954) - студентка и аспирантка исторического факультета МГПИ им. В.И. Ленина."
1224,2228,Халима,Гайфутдинова,"Старшая медицинская сестра, младший лейтенант медицинской службы. "
1225,2229,Любовь,Филиппова,"Комиссар Унитарной команды МПВО, заместитель начальника штаба по политической части.
Свидетельница блокады Ленинграда."
1226,2230,Юлиан,Вайнкоп,Музыковед; художественный руководитель Концертного бюро Ленинградской государственной филармонии. 
1227,2231,Владимир,Патолятов,"Агроном, партийный работник. Во время ВОВ — капитан."
1228,2232,Яков,Алтаузен,"Писатель, поэт и журналист, военный корреспондент."
1229,2234,Алексей,Недогонов,Поэт. Участник советско-финской и Великой Отечественной войн.
1230,2240,Дарья,Мартынова,Домохозяйка. Дневник описывает жизнь одесситов в эвакуации в годы Великой Отечественной войны.
1231,2242,Иван,Ярошенко,Крестьянин из Запорожья.
1232,2243,Вера,Скалон,Двоюродная сестра Н. А. Сатиной - жены С. В. Рахманинова. В период ведения дневника - возлюбленная Рахманинова. 
1233,2245,Абрам,Маринов,"Во время ведения дневника — директор ТЭЦ ""Красный октябрь"", снабжавший электроэнергией Ленинград."
1234,2246,Григорий,Герасимов,Старший лейтенант.
1235,2247,Павел,Радин,Радист.
1236,2248,Николай,Бухаров,Житель оккупированный нацистами территории.
1237,2249,Михаил,Кашкаров,Старшина. 
1238,2250,Николай,Дягилев,"Комиссар партизанского отряда ""Мститель""."
1239,2251,Михаил,Павлухин,Житель Чистопольска; боец 47-го отдельного зенитного артиллерийского дивизиона.
1240,2254,Исаак,Гринберг,"Геолог. Во время ведения дневника — участник полевой экспедиции на Таймыре, в ходе которой устанавливались астрономические пункты."
1241,2255,Маргарита,Элеш,Дочь директора Кроноцкого заповедника.
1242,2256,Алексей,Чичин,"Полковник, участник Великой Отечественной войны."
1243,2257,Георгий,Чернявский,Майор; во время ведения дневника — вместе с полком стоял под Москвой.
1244,2258,Виктор,Чаусенко,"Артиллерист, участник Великой Отечественной войны."
1245,2259,Анатолий,Седельников,Командир разведгруппы партизанского отряда.
1246,2261,Марк,Поповский ,"Писатель, журналист, правозащитник, диссидент"
1247,2262,Александр,Завражнов,Полковник. Участник Великой Отечественной войны. 
1248,2263,Семен,Лагутич,"Педагог, краевед.
Участник Великой Отечественной войны."
1249,2264,Микола,Василенко,"Український поет, прозаїк. Жертва Сталінських репресій. Лауреат літературної премії імені В. Мисика."
1250,2268,Олег,Амитров,"Палеонтолог, турист, собиратель песен. Доктор геолого-минералогических наук."
1251,2269,Иван,Москвин,"Старший лейтенант, механик-водитель."
1252,2271,Давид,Алексеев,"Военный.
Во время ведния дневника - ленинградский школьник.
Свидетель блокады Ленинграда."
1253,2274,Фёдор,Дворянов,"Журналист, сотрудник пензенских газет и областного телевидения, краевед. В конце войны - старший лейтенант административной службы."
1254,2275,Людмила,Хомич,"Научный сотрудник Отдела
Сибири в Кунсткамере, кандидат исторических наук. 
Во время ведения дневника - воспитатель в детском доме. 
Свидетельница блокады Ленинграда."
1255,2276,Валерий,Миловатский,"Писатель, философ. По образованию биолог-биохимик. Дневники ведутся с 1966 года. "
1256,2277,Мария,Березовская,Колхозница.
1257,2280,Дмитрий,Чиндяев ,"Колхозник. Дневник вел во время войны, в которой принимал участие в составе танковой бригады № 183."
1258,2281,Иван,Суманеев,"Лейтенант, комсорг полка. Участник Японской кампании 1945 года во время Второй мировой войны."
1259,2282,Сергей,Сергиев,Кадет Севастопольского Морского кадетского корпуса.
1260,2283,Иван,Фротер,"Зенитчик, командир батареи, командир дивизиона."
1261,2284,Николай,Русаков,Художник в театре. Участник Великой Отечественной войны.
1262,2285,Владимир,Рюмин,"Инженер, педагог. Получил широкую известность, как популяризатор науки и техники."
1263,2286,Николай,Полозов,"Художник, свидетель блокады Ленинграда."
1264,2287,Максим,Сураев,"Лётчик-космонавт Российской Федерации, Герой Российской Федерации (2010). Полковник ВВС."
1265,2288,Михаил,Чевеков,Во время ведения дневника — ученик седьмого класса мужской гимназии города Хвалынска.
1266,2289,Михаил,Панков,"Учитель начальных классов железнодорожной школы, воевал на германском фронте."
1267,2290,Александр,Рубцов,"Строитель, архитектор. Офицер запаса КГБ СССР."
1268,2291,Лидия,Яшина,"Художница.
Дневник вела в 1935-1939 гг."
1269,2292,Татьяна,Соловей,Во время ведения дневника — ученица Минской женской правительственной гимназии. 
1270,2293,Мария,Брусс,Жительница Актоба.
1271,2294,Константин,Ермилов,"Руководитель молодёжной подпольной организации «Смугнар» (сокр. ""Смерть угнетателям народов!""), которая действовала на территории Калинковичского района в 1941 - 1942 годах. "
1272,2295,Евфимий,Малов,"Видный религиозный деятель Казанской губернии XIX века, богослов, миссионер, профессор Казанской духовной академии."
1273,2296,Фёдор,Бакшт,"Геолог, первооткрыватель западного месторождения золота (Горный Алтай). В 1940-е гг. вместе с семьёй был на спецпоселении в Сибири."
1274,2297,Елизавета,Кладищева,Преподаватель курсов по внешкольному образованию.
1275,2298,Зинаида,Федоровская,Жительница Владимира. Вела дневники с начала 1950-х. Во время ведения записей — аспирантка Ботанического института в Ленинграде.
1276,2299,Александр,Богодуров,"Общественный деятель, уездный арзамасский корреспондент газеты «Нижегородский листок». После революции — лишенец."
1277,2300,Виктор,Токарев,Сотрудник Нижегородского государственного историко-архитектурного музея-заповедника.
1278,2302,Валериан,Богданов-Березовский,"Композитор, музыковед, балетовед.
Свидетель блокады Ленинграда. "
1279,2303,Борис,Аронский , В годы ведения дневника - гимназист.
1280,2305,Пётр,Ребиндер,"Советский физико-химик, академик АН СССР. Дневники вел в детстве. "
1281,2306,Алексей,Коноров,"Податной инспектор. Писатель, художник, беллетрист и юморист. Сотрудник ряда издательств, в т.ч. Белая Русь, Будильник, Биржевые ведомости, Жало, Крестьянин, Нева и пр."
1282,2307,Лев,Штернберг,"Этнограф, специалист по палеоазиатским народам."
1283,2309,Николай,Зимин,Артиллерист  755-м стрелкового полка 217-й стрелковой дивизии.
1284,2310,Фёдор,Суслов,Участник Первой мировой войны.
1285,2311,Василий,Плотников,Участник Великой Отечественной войны. Связист Артиллерийского полка. Участвовал в боях на подступах к Москве.
1286,2312,Алексей,Анкудинов,"Участник Великой Отечественной войны. 
Воевал на Ленинградском фронте."
1287,2313,Николай,Гордин,"Младший сержант, врач."
1288,2314,Василий,Кирсанов,"Старший инструктор отдела кадров Уренского химзавода, секретарь парторганизации, председатель охотобщества."
1289,2315,Андрей,Крылов,Участник Мурманской наступательной операции Великой Отечественной войны.
1290,2316,Николай,Шекунов,"Сержант, участник Великой Отечественной войны."
1291,2317,Фарит,Шамсутдинов,Младший лейтенант. Главный зоотехник райсельхозуправления.
1292,2318,Цокто,Номтоев,"Бурятский писатель, учитель. Участник Великой Отечественной войны."
1293,2321,Татьяна,Булах-Гардина,"Актриса, поэтесса, мемуаристка."
1294,2322,Валентин,Коренев,Учитель физики. Участник форсирования Днепра и освобождения Киева во время Великой Отечественной войны.
1295,2323,Николай,Селянин,"Старший сержант, старшина. Начальник станции Богданович Свердловской железной дороги."
1296,2324,Матрёна,Джулаева,"Активистка шерстомойной фабрики. Мать трёх сыновей, ушедших на войну."
1297,2325,Пётр,Житняк,Старший сержант. Выпускник педагогического училища.
1298,2326,Алексей,Зылев,"Подполковник. С 1941 по 1945 годы воевал на Западном, Юго-Западном, Донском фронтах. После демобилизации пришел работать на Иркутский авиазавод, где долгое время работал заместителем директора завода по кадрам."
1299,2327,Алексей,Дмитриев,Начальник дивизионной разведки. Герой Советского Союза.
1300,2331,Мария,Воскресенская,"Ленинградская школьница, позже - студентка геологического факультета. Дневники вела в экспедициях."
1301,2332,Роза (Ляля),Серднак,"Школьница, в годы войны - медсестра в госпитале. Свидетельница блокады Ленинграда."
1302,2333,Александр,Квасков ,"Кадровый военный. Полковник, командир танково-самоходного полка. В годы ведения дневника: капитан, командир автотранспортного батальона, далее - начальник штаба танкового полка."
1303,2335,Василий,Савченко,"Преподаватель истории КПСС, участник войны."
1304,2346,Лиля,Брик,"Хозяйка одного из самых известных в XX веке литературно-художественных салонов. Автор мемуаров, адресат произведений [Владимира Маяковского](http://prozhito.org/person/988), сыгравшая большую роль в жизни поэта. "
1305,2347,Нина,Фёдорова,Методист-экскурсовод; один из пионеров экскурсионной работы в СССР.
1306,2348,Ирина,Шолохова,Ведущий специалист литературной части Санкт-Петербургского государственного театра Музыкальной комедии. В момент начала ведения дневника — главный администратор Санкт-Петербургского отделения СТД РФ.
1307,2353,Маргарита,Сабашникова,"Художница, писательница и переводчица, мемуаристка, родственница московских издателей Сабашниковых, первая жена Максимилиана Волошина, участница собраний на Башне Вячеслава Иванова в 1906-1907 годах."
1308,2355,Вениамин,Матвеев,"Курсант, танкист; участник Битвы под Москвой в 1941 году."
1309,2356,Надежда,Горлова,Член подпольной организации.
1310,2357,Ульяна,Громова,"Член штаба подпольной комсомольской организации ""Молодая гвардия"". Один из прототипов героини романа А. Фадеева."
1311,2358,Владимир,Мартынов,Химик.
1312,2359,Н.,Дешкин,Житель оккупированной немцами Ялты.
1313,2360,Сергей,Чернышев,Работник завода № 703. В 1941 году он вместе с заводом эвакуировался из Люберец в Красноярск. 
1314,2361,Игорь,Каменев,"Сотрудник Института водного хозяйства. Во время Второй мировой войны освобождал Молдавию, Румынию, Болгарию будучу командиром пулемётного взвода."
1315,2362,Геннадий,Папинский,Комсорг 410-го стрелкового полка 81-й стрелковой дивизии.
1316,2363,Владимир,Жохов,Митрофорный протоиерей.
1317,2366,Виталий,Ромишовский,Учёный секретарь Русского Географического общества. Свидетель блокады Ленинграда.
1318,2372,Семён,Цвигун,"Государственный деятель, первый заместитель председателя КГБ СССР. Выступал как литератор и сценарист. Муж [Р. Цвигун](http://prozhito.org/person/2415)."
1319,2374,Ксения,Романова,"Великая княгиня, дочь императора Александра III, сестра российского императора [Николая II](http://prozhito.org/person/165)."
1320,2376,Иван,Всеволожский,"Театральный и музейный деятель, сценарист, художник; тайный советник. В 1881—1899 годах — директор императорских театров. В 1899—1909 годах — директор императорского Эрмитажа."
1321,2377,Маргарита,Васильева,Учитель русского языка и литературы. Во время ведения дневника — жительница Великого Устюга и ученица 10 класса.
1322,2378,Александр,Чугунов,"Преподаватель философии в академии имени Жуковского, потом в Московском университете МВД. Катехизатор в храме при Московском университете МВД. "
1323,2379,Варлам,Шаламов,Писатель. Создатель одного из наиболее известных литературных и публицистических циклов о жизни заключённых советских исправительно-трудовых лагерей в 1930-е – 1950-е годы.
1324,2380,Александр,Слонимский,"Писатель и литературовед, пушкинист. Брат [Слонимского М. Л.](http://prozhito.org/person/2782)"
1325,2382,Ася,Тюлина (?),"Жительница Житомира, жена лётчика. Вела дневник в 1940-1941 гг."
1326,2385,Мария,Бакшис,"Жительница Ленинграда, школьница. "
1327,2386,Галина,Озерова,"Библиотекарь. В годы ведения дневника - сотрудник Публичной библиотеки им. М.Е. Салтыкова-Щедрина.
Свидетельница блокады Ленинграда."
1328,2393,Николай,Баранов,"Архитектор. В 1938-1950 гг. - главный архитектор Ленинграда. 
Свидетель блокады Ленинграда."
1329,2394,Евгения,Шаврова,"Инженер. Дочь авиаконструктора, создателя «летающих лодок» Вадима Шаврова. Во время ведения дневника - ленинграская школьница.
Свидетельница блокады Ленинграда. "
1330,2398,Георгий,Лебедев,"Искусствовед. В 1941-1945 гг. - директор Русского Музея.
Свидетель блокады Ленинграда."
1331,2400,Н.,Большакова,"Секретарь редакции многотиражки ""Кировец"" Кировского завода в Ленинграде.
Свидетельница блокады Ленинграда."
1332,2401,Николай,Рибковский,"Партийный и профсоюзный работник.  Во время ведения дневника - инструктор отдела кадров Горкома ВКП(б) Ленинграда.
Свидетель блокады Ленинграда."
1333,2402,Валентина,Базанова,Во время ведения дневника - ленинградская школьница. Свидетельница блокады Ленинграда. 
1334,2404,Яков,Кутепов,Поклонник творчества А.С. Пушкина. Свидетель блокады Ленинграда.
1335,2405, ,Аноним,"Уроженка Каменец-Подольска, выпускница гимназии. В 1920 году эмигрировала в Израиль."
1336,2406,Екатерина,Телух ,"Ребенок в крестьянской семье, жительница села Гнединцы Полтавской губернии. Дневник вела в возрасте 10 лет."
1337,2413,Иван,Громов,"Унтер-офицер, служил на крейсере ""Баян"".
Участник Первой Мировой войны."
1338,2415,Тамара,Белова,"Журналист, жена фотокорреспондента В.А. Тёмина."
1339,2416,Лидия,Ильина,"Во время ведения дневника - рабочая на заводе.
Свидетельница блокады Ленинграда."
1340,2421,Нина,Герасимова,Студентка Киевского политехнического инстута. Свидетельница оккупации Киева во время Второй Мировой войны.
1341,2424,Андрей,Крюков,"Историк музыки. Исследователь музыкальной культуры блокадного Ленинграда.
Во время ведения дневника - ленинградский школьник.
Свидетель блокады Ленинграда."
1342,2425,Роза,Цвигун,"Прозаик, член Союза писателей СССР. Жена [С. Цвигуна](http://prozhito.org/person/2362)."
1343,2426,Николай,Ладугин ,"Механик в Балтийском морском пароходстве, дневник вел во время заграничных плаваний."
1344,2432,Анатолий,Королькевич,"Актер театра и кино. Во время ведения дневника - актер Ленинградского театра музыкальной комедии.
Свидетель блокады Ленинграда."
1345,2436,Юрий,Конев,"Учёный-микробиолог, доктор биологических наук, член-корреспондент Петровской Академии наук и искусств."
1346,2437,None,None,None
1347,2443,Иосиф,Альперн,"Электрик в Шатуре, в годы ведения дневника - механик на Метрострое. Расстрелян в магаданском лагере в 1937 году. "
1348,2444,Цецилия,Василевская,Студентка химического факультета Бернского университета. Бабушка о. Александра Меня. 
1349,2446,Дмитрий,Жигунов,Военный. Участник Великой Отечественной войны. Погиб в бою в Псковской области.
1350,2448,Александр,Кротков,"Археолог, нумизмат, знаток золотоордынской истории."
1351,2450,Иосиф,Городецкий,"Кинооператор, журналист, драматург, в годы Великой Отечественной войны служил в составе войск 31-й армии в воинском звании гвардии лейтенанта. "
1352,2452,Пётр,Терентьев,"Уроженец Ижемского района, воевал с августа 1942 по февраль 1945 года на Северо-Западном и 1-м Украинском фронтах. После войны долгое время трудился в Печорском речном училище."
1353,2453,Александр,Беляев,Богослов. Профессор Московской духовной академии.
1354,2454,Анна,Нюхалова,Партизанка; боец горьковского истребительного батальона.
1355,2455,Михаил,Соколов,До революции — кассир-артельщик и торговый агент. После — работник по закупке сельскохозяйственной продукции.
1356,2456,В.,Баронова,"В июне 1939 года окончила Первую Ленинградскую фельдшерскую школу, работала санитарным фельдшером в лаборатории Смольнинского района. Свидетельница блокады Ленинграда. С февраля 1942 года эвакуирована в Ярославскую область."
